시간,수요량,year,day_of_year
7,677.521,17,59
8,691.038,17,59
9,667.463,17,59
10,649.159,17,59
11,645.837,17,59
12,627.792,17,59
13,600.164,17,59
14,606.478,17,59
15,598.39,17,59
16,590.559,17,59
17,596.479,17,59
18,620.473,17,59
19,699.703,17,59
20,743.333,17,59
21,738.062,17,59
22,718.641,17,59
23,713.28,17,59
24,708.805,17,59
1,663.841,17,60
2,628.216,17,60
3,604.285,17,60
4,593.032,17,60
5,597.777,17,60
6,612.333,17,60
7,632.503,17,60
8,635.166,17,60
9,603.188,17,60
10,571.883,17,60
11,581.177,17,60
12,571.604,17,60
13,554.654,17,60
14,559.928,17,60
15,552.234,17,60
16,550.825,17,60
17,561.812,17,60
18,598.589,17,60
19,656.409,17,60
20,685.854,17,60
21,682.177,17,60
22,677.496,17,60
23,678.88,17,60
24,679.945,17,60
1,643.327,17,61
2,615.342,17,61
3,600.102,17,61
4,596.982,17,61
5,605.263,17,61
6,622.783,17,61
7,654.591,17,61
8,685.987,17,61
9,713.135,17,61
10,705.515,17,61
11,709.673,17,61
12,695.602,17,61
13,673.616,17,61
14,686.983,17,61
15,681.261,17,61
16,676.148,17,61
17,684.165,17,61
18,716.854,17,61
19,778.878,17,61
20,793.093,17,61
21,777.497,17,61
22,753.643,17,61
23,746.152,17,61
24,742.993,17,61
1,696.462,17,62
2,668.82,17,62
3,650.006,17,62
4,643.615,17,62
5,649.784,17,62
6,663.755,17,62
7,692.689,17,62
8,706.624,17,62
9,677.461,17,62
10,660.079,17,62
11,657.172,17,62
12,636.549,17,62
13,606.442,17,62
14,614.355,17,62
15,611.892,17,62
16,609.239,17,62
17,617.155,17,62
18,646.089,17,62
19,701.081,17,62
20,731.64,17,62
21,720.879,17,62
22,701.769,17,62
23,697.946,17,62
24,698.271,17,62
1,660.036,17,63
2,631.215,17,63
3,616.072,17,63
4,607.938,17,63
5,602.077,17,63
6,617.927,17,63
7,649.137,17,63
8,646.862,17,63
9,613.561,17,63
10,591.111,17,63
11,586.371,17,63
12,576.49,17,63
13,558.965,17,63
14,565.376,17,63
15,559.729,17,63
16,555.632,17,63
17,561.714,17,63
18,585.965,17,63
19,646.343,17,63
20,691.057,17,63
21,691.481,17,63
22,679.457,17,63
23,682.594,17,63
24,684.459,17,63
1,650.387,17,64
2,617.464,17,64
3,594.392,17,64
4,588.371,17,64
5,587.909,17,64
6,602.677,17,64
7,619.91,17,64
8,612.295,17,64
9,588.014,17,64
10,557.29,17,64
11,557.608,17,64
12,554.5,17,64
13,550.871,17,64
14,548.044,17,64
15,534.438,17,64
16,526.843,17,64
17,532.812,17,64
18,555.539,17,64
19,627.701,17,64
20,670.943,17,64
21,669.854,17,64
22,661.369,17,64
23,661.8,17,64
24,665.342,17,64
1,622.648,17,65
2,593.986,17,65
3,572.72,17,65
4,566.065,17,65
5,573.132,17,65
6,599.782,17,65
7,637.384,17,65
8,666.886,17,65
9,666.324,17,65
10,657.316,17,65
11,652.102,17,65
12,638.291,17,65
13,613.471,17,65
14,621.902,17,65
15,620.223,17,65
16,621.115,17,65
17,632.522,17,65
18,673.87,17,65
19,751.366,17,65
20,777.854,17,65
21,762.1,17,65
22,741.757,17,65
23,726.261,17,65
24,720.5,17,65
1,681.173,17,66
2,652.641,17,66
3,635.563,17,66
4,631.251,17,66
5,637.763,17,66
6,659.076,17,66
7,691.548,17,66
8,709.401,17,66
9,703.389,17,66
10,692.95,17,66
11,707.411,17,66
12,693.637,17,66
13,673.249,17,66
14,680.775,17,66
15,669.521,17,66
16,664.356,17,66
17,673.528,17,66
18,713.172,17,66
19,780.504,17,66
20,804.938,17,66
21,790.01,17,66
22,760.634,17,66
23,747.865,17,66
24,746.438,17,66
1,695.343,17,67
2,672.191,17,67
3,647.181,17,67
4,633.698,17,67
5,634.459,17,67
6,654.194,17,67
7,690.594,17,67
8,710.155,17,67
9,699.18,17,67
10,696.083,17,67
11,691.416,17,67
12,684.152,17,67
13,656.761,17,67
14,665.708,17,67
15,659.155,17,67
16,654.396,17,67
17,663.44,17,67
18,714.349,17,67
19,767.367,17,67
20,782.445,17,67
21,758.812,17,67
22,728.926,17,67
23,721.054,17,67
24,729.403,17,67
1,690.537,17,68
2,659.742,17,68
3,642.717,17,68
4,637.733,17,68
5,644.966,17,68
6,661.409,17,68
7,689.872,17,68
8,697.784,17,68
9,672.052,17,68
10,674.673,17,68
11,662.983,17,68
12,632.811,17,68
13,615.336,17,68
14,622.669,17,68
15,615.02,17,68
16,607.419,17,68
17,615.117,17,68
18,643.096,17,68
19,714.513,17,68
20,751.94,17,68
21,745.936,17,68
22,722.238,17,68
23,716.272,17,68
24,718.575,17,68
1,677.931,17,69
2,639.878,17,69
3,617.582,17,69
4,612.983,17,69
5,622.851,17,69
6,638.639,17,69
7,665.704,17,69
8,679.037,17,69
9,663.662,17,69
10,648.865,17,69
11,643.62,17,69
12,630.519,17,69
13,599.833,17,69
14,603.457,17,69
15,600.538,17,69
16,596.012,17,69
17,602.058,17,69
18,620.138,17,69
19,682.043,17,69
20,731.974,17,69
21,727.719,17,69
22,719.488,17,69
23,718.382,17,69
24,721.204,17,69
1,682.298,17,70
2,652.69,17,70
3,633.887,17,70
4,624.762,17,70
5,628.135,17,70
6,645.257,17,70
7,667.434,17,70
8,656.906,17,70
9,608.323,17,70
10,594.669,17,70
11,590.082,17,70
12,575.589,17,70
13,556.579,17,70
14,557.96,17,70
15,551.785,17,70
16,548.38,17,70
17,552.489,17,70
18,574.984,17,70
19,648.182,17,70
20,707.968,17,70
21,710.275,17,70
22,696.633,17,70
23,692.078,17,70
24,696.555,17,70
1,657.219,17,71
2,631.961,17,71
3,613.684,17,71
4,602.278,17,71
5,598.398,17,71
6,611.169,17,71
7,630.722,17,71
8,619.745,17,71
9,559.797,17,71
10,542.432,17,71
11,538.561,17,71
12,530.731,17,71
13,520.583,17,71
14,518.399,17,71
15,515.555,17,71
16,519.587,17,71
17,532.931,17,71
18,561.944,17,71
19,616.927,17,71
20,651.276,17,71
21,652.4,17,71
22,639.525,17,71
23,631.729,17,71
24,628.12,17,71
1,587.474,17,72
2,565.951,17,72
3,552.43,17,72
4,547.254,17,72
5,553.626,17,72
6,574.811,17,72
7,606.659,17,72
8,635.036,17,72
9,657.515,17,72
10,642.674,17,72
11,631.069,17,72
12,622.727,17,72
13,604.989,17,72
14,612.741,17,72
15,612.821,17,72
16,611.652,17,72
17,626.303,17,72
18,664.685,17,72
19,694.142,17,72
20,708.376,17,72
21,686.868,17,72
22,669.204,17,72
23,661.106,17,72
24,659.176,17,72
1,615.509,17,73
2,583.046,17,73
3,564.876,17,73
4,566.505,17,73
5,579.25,17,73
6,603.224,17,73
7,634.777,17,73
8,647.43,17,73
9,629.17,17,73
10,626.921,17,73
11,624.536,17,73
12,608.945,17,73
13,586.998,17,73
14,593.458,17,73
15,591.016,17,73
16,590.681,17,73
17,600.866,17,73
18,626.044,17,73
19,691.275,17,73
20,742.244,17,73
21,734.803,17,73
22,720.201,17,73
23,716.11,17,73
24,712.421,17,73
1,671.152,17,74
2,643.097,17,74
3,625.239,17,74
4,618.469,17,74
5,622.404,17,74
6,639.345,17,74
7,669.106,17,74
8,670.418,17,74
9,641.148,17,74
10,639.24,17,74
11,638.391,17,74
12,621.61,17,74
13,591.936,17,74
14,598.896,17,74
15,590.327,17,74
16,587.922,17,74
17,595.831,17,74
18,616.871,17,74
19,682.602,17,74
20,743.07,17,74
21,738.569,17,74
22,720.034,17,74
23,712.189,17,74
24,708.968,17,74
1,673.332,17,75
2,648.509,17,75
3,629.865,17,75
4,621.904,17,75
5,619.207,17,75
6,630.918,17,75
7,649.342,17,75
8,662.465,17,75
9,653.172,17,75
10,639.623,17,75
11,634.828,17,75
12,630.412,17,75
13,607.426,17,75
14,621.776,17,75
15,620.669,17,75
16,617.642,17,75
17,639.208,17,75
18,650.051,17,75
19,691.833,17,75
20,730.988,17,75
21,727.283,17,75
22,710.591,17,75
23,705.918,17,75
24,704.76,17,75
1,667.061,17,76
2,638.364,17,76
3,620.806,17,76
4,615.864,17,76
5,621.295,17,76
6,644.943,17,76
7,673.93,17,76
8,674.494,17,76
9,639.004,17,76
10,631.525,17,76
11,627.807,17,76
12,611.734,17,76
13,585.976,17,76
14,590.574,17,76
15,584.506,17,76
16,581.404,17,76
17,587.917,17,76
18,608.015,17,76
19,672.097,17,76
20,722.608,17,76
21,721.629,17,76
22,710.113,17,76
23,710.457,17,76
24,707.665,17,76
1,671.145,17,77
2,639.329,17,77
3,613.014,17,77
4,610.449,17,77
5,613.171,17,77
6,629.424,17,77
7,637.523,17,77
8,624.307,17,77
9,637.394,17,77
10,632.014,17,77
11,623.201,17,77
12,606.932,17,77
13,588.171,17,77
14,585.246,17,77
15,582.018,17,77
16,585.049,17,77
17,584.583,17,77
18,593.059,17,77
19,645.055,17,77
20,701.357,17,77
21,704.3,17,77
22,693.734,17,77
23,690.867,17,77
24,691.492,17,77
1,652.33,17,78
2,627.135,17,78
3,607.746,17,78
4,602.121,17,78
5,606.692,17,78
6,624.9,17,78
7,642.138,17,78
8,608.926,17,78
9,551.476,17,78
10,540.025,17,78
11,537.09,17,78
12,528.342,17,78
13,518.428,17,78
14,516.784,17,78
15,512.952,17,78
16,512.787,17,78
17,525.215,17,78
18,558.438,17,78
19,616.887,17,78
20,652.828,17,78
21,662.308,17,78
22,652.058,17,78
23,637.03,17,78
24,633.079,17,78
1,602.136,17,79
2,575.794,17,79
3,563.634,17,79
4,553.075,17,79
5,556.318,17,79
6,573.148,17,79
7,586.982,17,79
8,618.313,17,79
9,672.841,17,79
10,681.428,17,79
11,687.392,17,79
12,687.636,17,79
13,683.404,17,79
14,691.047,17,79
15,678.963,17,79
16,676.703,17,79
17,707.505,17,79
18,710.073,17,79
19,712.48,17,79
20,713.501,17,79
21,698.657,17,79
22,675.607,17,79
23,670.482,17,79
24,665.801,17,79
1,621.65,17,80
2,592.438,17,80
3,576.964,17,80
4,570.138,17,80
5,585.172,17,80
6,605.179,17,80
7,637.204,17,80
8,649.97,17,80
9,630.426,17,80
10,625.432,17,80
11,627.513,17,80
12,612.782,17,80
13,587.855,17,80
14,598.622,17,80
15,597.511,17,80
16,593.984,17,80
17,600.976,17,80
18,626.422,17,80
19,695.044,17,80
20,745.218,17,80
21,737.65,17,80
22,724.013,17,80
23,713.506,17,80
24,710.48,17,80
1,673.7,17,81
2,643.594,17,81
3,621.994,17,81
4,614.436,17,81
5,620.965,17,81
6,638.447,17,81
7,660.547,17,81
8,665.124,17,81
9,653.094,17,81
10,645.909,17,81
11,650.084,17,81
12,630.896,17,81
13,605.364,17,81
14,617.117,17,81
15,605.277,17,81
16,600.968,17,81
17,610.358,17,81
18,632.725,17,81
19,674.435,17,81
20,706.653,17,81
21,699.141,17,81
22,678.733,17,81
23,670.728,17,81
24,664.774,17,81
1,624.758,17,82
2,592.693,17,82
3,576.315,17,82
4,574.857,17,82
5,581.764,17,82
6,604.612,17,82
7,630.564,17,82
8,657.47,17,82
9,677.95,17,82
10,662.467,17,82
11,669.802,17,82
12,648.178,17,82
13,622.994,17,82
14,627.549,17,82
15,621.048,17,82
16,619.368,17,82
17,615.468,17,82
18,614.358,17,82
19,661.139,17,82
20,721.79,17,82
21,723.813,17,82
22,716.456,17,82
23,710.88,17,82
24,706.086,17,82
1,662.789,17,83
2,632.966,17,83
3,610.842,17,83
4,595.78,17,83
5,599.433,17,83
6,619.301,17,83
7,640.127,17,83
8,644.583,17,83
9,639.033,17,83
10,637.225,17,83
11,638.628,17,83
12,623.452,17,83
13,596.588,17,83
14,607.112,17,83
15,606.785,17,83
16,607.682,17,83
17,616.65,17,83
18,648.122,17,83
19,680.037,17,83
20,695.374,17,83
21,685.822,17,83
22,668.948,17,83
23,664.465,17,83
24,667.186,17,83
1,629.227,17,84
2,597.627,17,84
3,578.364,17,84
4,571.363,17,84
5,576.394,17,84
6,593.079,17,84
7,610.917,17,84
8,625.161,17,84
9,645.229,17,84
10,651.359,17,84
11,630.671,17,84
12,604.856,17,84
13,589.937,17,84
14,595.523,17,84
15,599.928,17,84
16,607.277,17,84
17,626.146,17,84
18,617.977,17,84
19,661.831,17,84
20,706.982,17,84
21,707.375,17,84
22,694.914,17,84
23,695.823,17,84
24,702.209,17,84
1,666.465,17,85
2,634.608,17,85
3,610.987,17,85
4,602.395,17,85
5,606.065,17,85
6,620.46,17,85
7,634.691,17,85
8,607.536,17,85
9,575.732,17,85
10,557.281,17,85
11,564.598,17,85
12,568.436,17,85
13,561.368,17,85
14,556.173,17,85
15,556.7,17,85
16,556.171,17,85
17,571.373,17,85
18,610.801,17,85
19,668.318,17,85
20,709.439,17,85
21,703.707,17,85
22,694.341,17,85
23,691.802,17,85
24,693.365,17,85
1,653.208,17,86
2,623.083,17,86
3,601.251,17,86
4,595.431,17,86
5,606.422,17,86
6,626.692,17,86
7,652.383,17,86
8,648.28,17,86
9,647.867,17,86
10,658.247,17,86
11,656.202,17,86
12,642.212,17,86
13,612.924,17,86
14,618.514,17,86
15,600.945,17,86
16,588.539,17,86
17,599.077,17,86
18,620.097,17,86
19,682.222,17,86
20,741.736,17,86
21,746.493,17,86
22,731.304,17,86
23,723.124,17,86
24,716.276,17,86
1,672.565,17,87
2,643.427,17,87
3,628.099,17,87
4,624.898,17,87
5,631.811,17,87
6,653.958,17,87
7,674.761,17,87
8,656.835,17,87
9,626.578,17,87
10,626.075,17,87
11,620.877,17,87
12,605.103,17,87
13,576.579,17,87
14,581.304,17,87
15,578.421,17,87
16,578.615,17,87
17,585.183,17,87
18,604.618,17,87
19,649.796,17,87
20,700.17,17,87
21,690.273,17,87
22,667.95,17,87
23,664.475,17,87
24,658.493,17,87
1,621.197,17,88
2,588.213,17,88
3,567.174,17,88
4,555.718,17,88
5,556.415,17,88
6,572.615,17,88
7,593.449,17,88
8,613.875,17,88
9,634.907,17,88
10,618.002,17,88
11,609.321,17,88
12,596.235,17,88
13,574.457,17,88
14,583.176,17,88
15,579.534,17,88
16,578.862,17,88
17,591.809,17,88
18,605.354,17,88
19,632.114,17,88
20,673.183,17,88
21,675.236,17,88
22,666.825,17,88
23,662.231,17,88
24,658.315,17,88
1,620.106,17,89
2,590.483,17,89
3,566.527,17,89
4,557.819,17,89
5,562.531,17,89
6,588.326,17,89
7,613.761,17,89
8,607.814,17,89
9,600.023,17,89
10,610.561,17,89
11,607.367,17,89
12,593.227,17,89
13,567.267,17,89
14,575.049,17,89
15,571.546,17,89
16,566.245,17,89
17,572.515,17,89
18,589.327,17,89
19,626.892,17,89
20,665.861,17,89
21,662.51,17,89
22,649.43,17,89
23,642.769,17,89
24,636.59,17,89
1,596.179,17,90
2,566.537,17,90
3,552.692,17,90
4,551.547,17,90
5,559.214,17,90
6,577.315,17,90
7,610.303,17,90
8,646.231,17,90
9,685.349,17,90
10,672.145,17,90
11,659.831,17,90
12,646.289,17,90
13,619.589,17,90
14,631.304,17,90
15,620.269,17,90
16,606.467,17,90
17,607.346,17,90
18,623.274,17,90
19,655.2,17,90
20,695.509,17,90
21,700.085,17,90
22,688.253,17,90
23,686.774,17,90
24,684.475,17,90
1,645.984,17,91
2,613.996,17,91
3,594.196,17,91
4,586.278,17,91
5,590.636,17,91
6,605.607,17,91
7,625.537,17,91
8,604.042,17,91
9,577.003,17,91
10,583.959,17,91
11,593.107,17,91
12,581.126,17,91
13,557.516,17,91
14,557.801,17,91
15,549.637,17,91
16,543.317,17,91
17,549.701,17,91
18,569.894,17,91
19,634.934,17,91
20,699.407,17,91
21,707.453,17,91
22,700.093,17,91
23,696.147,17,91
24,701.035,17,91
1,659.836,17,92
2,635.745,17,92
3,613.346,17,92
4,600.059,17,92
5,595.042,17,92
6,606.794,17,92
7,611.741,17,92
8,588.61,17,92
9,552.526,17,92
10,542.479,17,92
11,537.793,17,92
12,523.861,17,92
13,515.134,17,92
14,511.063,17,92
15,506.083,17,92
16,503.39,17,92
17,515.085,17,92
18,536.941,17,92
19,596.372,17,92
20,671.834,17,92
21,691.986,17,92
22,683.7,17,92
23,683.018,17,92
24,684.181,17,92
1,647.603,17,93
2,619.779,17,93
3,603.488,17,93
4,600.847,17,93
5,609.33,17,93
6,623.946,17,93
7,646.16,17,93
8,616.107,17,93
9,593.518,17,93
10,599.38,17,93
11,598.292,17,93
12,584.33,17,93
13,560.596,17,93
14,569.775,17,93
15,570.179,17,93
16,568.18,17,93
17,571.161,17,93
18,579.487,17,93
19,620.028,17,93
20,686.85,17,93
21,698.762,17,93
22,689.06,17,93
23,684.235,17,93
24,673.805,17,93
1,633.08,17,94
2,603.595,17,94
3,586.959,17,94
4,582.659,17,94
5,588.022,17,94
6,610.449,17,94
7,627.087,17,94
8,605.733,17,94
9,589.68,17,94
10,592.05,17,94
11,586.652,17,94
12,572.999,17,94
13,552.681,17,94
14,563.825,17,94
15,562.992,17,94
16,560.261,17,94
17,566.45,17,94
18,585.641,17,94
19,611.142,17,94
20,650.632,17,94
21,650.278,17,94
22,632.494,17,94
23,616.94,17,94
24,610.085,17,94
1,562.696,17,95
2,528.152,17,95
3,513.661,17,95
4,506.409,17,95
5,511.701,17,95
6,529.969,17,95
7,552.376,17,95
8,588.058,17,95
9,612.869,17,95
10,614.337,17,95
11,615.89,17,95
12,597.133,17,95
13,582.001,17,95
14,597.538,17,95
15,601.042,17,95
16,605.115,17,95
17,621.582,17,95
18,633.296,17,95
19,636.977,17,95
20,648.398,17,95
21,635.64,17,95
22,621.07,17,95
23,610.851,17,95
24,601.808,17,95
1,555.25,17,96
2,530.434,17,96
3,507.52,17,96
4,507.979,17,96
5,513.978,17,96
6,532.96,17,96
7,560.808,17,96
8,589.817,17,96
9,627.373,17,96
10,638.742,17,96
11,630.485,17,96
12,630.924,17,96
13,618.316,17,96
14,617.817,17,96
15,618.854,17,96
16,624.663,17,96
17,628.567,17,96
18,647.971,17,96
19,656.417,17,96
20,661.482,17,96
21,647.834,17,96
22,627.887,17,96
23,617.423,17,96
24,608.2,17,96
1,564.829,17,97
2,529.858,17,97
3,512.396,17,97
4,511.522,17,97
5,521.846,17,97
6,535.697,17,97
7,556.683,17,97
8,565.996,17,97
9,584.444,17,97
10,594.617,17,97
11,588.956,17,97
12,579.588,17,97
13,557.639,17,97
14,563.353,17,97
15,563.944,17,97
16,562.426,17,97
17,563.916,17,97
18,574.627,17,97
19,591.799,17,97
20,619.065,17,97
21,615.732,17,97
22,604.086,17,97
23,599.491,17,97
24,586.775,17,97
1,546.235,17,98
2,517.237,17,98
3,493.979,17,98
4,487.65,17,98
5,497.421,17,98
6,517.868,17,98
7,533.71,17,98
8,530.977,17,98
9,546.538,17,98
10,553.866,17,98
11,548.678,17,98
12,538.669,17,98
13,523.784,17,98
14,524.055,17,98
15,519.375,17,98
16,515.303,17,98
17,521.875,17,98
18,530.489,17,98
19,551.898,17,98
20,601.33,17,98
21,617.734,17,98
22,615.892,17,98
23,612.809,17,98
24,602.077,17,98
1,559.687,17,99
2,537.16,17,99
3,509.216,17,99
4,502.077,17,99
5,510.195,17,99
6,517.992,17,99
7,531.014,17,99
8,528.477,17,99
9,532.133,17,99
10,533.52,17,99
11,528.242,17,99
12,517.348,17,99
13,512.713,17,99
14,511.028,17,99
15,513.012,17,99
16,513.34,17,99
17,534.821,17,99
18,568.177,17,99
19,590.503,17,99
20,623.951,17,99
21,624.202,17,99
22,612.484,17,99
23,607.852,17,99
24,601.517,17,99
1,560.273,17,100
2,530.892,17,100
3,515.787,17,100
4,508.893,17,100
5,514.321,17,100
6,536.521,17,100
7,561.002,17,100
8,592.319,17,100
9,615.121,17,100
10,601.96,17,100
11,602.2,17,100
12,595.906,17,100
13,589.76,17,100
14,605.088,17,100
15,604.135,17,100
16,614.125,17,100
17,635.878,17,100
18,654.031,17,100
19,664.357,17,100
20,675.519,17,100
21,665.52,17,100
22,644.925,17,100
23,634.234,17,100
24,625.859,17,100
1,578.727,17,101
2,551.23,17,101
3,534.465,17,101
4,527.899,17,101
5,536.305,17,101
6,550.793,17,101
7,583.715,17,101
8,611.463,17,101
9,622.254,17,101
10,611.831,17,101
11,589.915,17,101
12,585.007,17,101
13,561.256,17,101
14,567.043,17,101
15,564.224,17,101
16,562.349,17,101
17,563.697,17,101
18,573.814,17,101
19,603.518,17,101
20,661.917,17,101
21,669.166,17,101
22,660.735,17,101
23,650.566,17,101
24,642.335,17,101
1,596.076,17,102
2,570.432,17,102
3,552.457,17,102
4,544.211,17,102
5,545.485,17,102
6,565.628,17,102
7,583.434,17,102
8,584.653,17,102
9,576.244,17,102
10,581.107,17,102
11,581.979,17,102
12,570.294,17,102
13,547.443,17,102
14,556.627,17,102
15,551.565,17,102
16,549.323,17,102
17,557.088,17,102
18,572.022,17,102
19,603.059,17,102
20,668.831,17,102
21,685.058,17,102
22,677.627,17,102
23,674.63,17,102
24,668.449,17,102
1,626.372,17,103
2,599.87,17,103
3,575.594,17,103
4,572.47,17,103
5,577.63,17,103
6,597.8,17,103
7,610.646,17,103
8,573.75,17,103
9,566.744,17,103
10,572.753,17,103
11,572.071,17,103
12,562.658,17,103
13,547.673,17,103
14,556.225,17,103
15,551.853,17,103
16,544.449,17,103
17,552.124,17,103
18,562.666,17,103
19,590.731,17,103
20,655.466,17,103
21,671.062,17,103
22,663.926,17,103
23,660.345,17,103
24,648.372,17,103
1,605.29,17,104
2,581.813,17,104
3,560.282,17,104
4,553.455,17,104
5,559.111,17,104
6,573.42,17,104
7,576.604,17,104
8,547.511,17,104
9,557.647,17,104
10,567.901,17,104
11,566.94,17,104
12,556.497,17,104
13,542.877,17,104
14,555.286,17,104
15,559.214,17,104
16,552.404,17,104
17,554.406,17,104
18,566.597,17,104
19,576.083,17,104
20,617.581,17,104
21,626.627,17,104
22,617.949,17,104
23,610.559,17,104
24,600.527,17,104
1,558.984,17,105
2,528.495,17,105
3,511.986,17,105
4,503.162,17,105
5,498.598,17,105
6,511.555,17,105
7,526.425,17,105
8,528.079,17,105
9,533.77,17,105
10,540.579,17,105
11,542.935,17,105
12,537.531,17,105
13,525.71,17,105
14,536.383,17,105
15,534.906,17,105
16,530.076,17,105
17,529.318,17,105
18,538.438,17,105
19,552.283,17,105
20,583.426,17,105
21,590.368,17,105
22,583.9,17,105
23,576.589,17,105
24,566.515,17,105
1,529.778,17,106
2,506.073,17,106
3,490.376,17,106
4,484.806,17,106
5,491.995,17,106
6,510.549,17,106
7,516.552,17,106
8,500.475,17,106
9,498.943,17,106
10,501.29,17,106
11,503.862,17,106
12,497.924,17,106
13,494.209,17,106
14,497.844,17,106
15,495.458,17,106
16,497.27,17,106
17,505.23,17,106
18,517.842,17,106
19,540.678,17,106
20,568.565,17,106
21,576.187,17,106
22,568.158,17,106
23,560.868,17,106
24,541.397,17,106
1,499.942,17,107
2,471.454,17,107
3,457.843,17,107
4,455.654,17,107
5,458.447,17,107
6,481.388,17,107
7,499.915,17,107
8,556.582,17,107
9,601.456,17,107
10,622.367,17,107
11,629.071,17,107
12,609.425,17,107
13,593.355,17,107
14,594.738,17,107
15,596.452,17,107
16,592.466,17,107
17,593.543,17,107
18,584.549,17,107
19,580.193,17,107
20,621.517,17,107
21,630.058,17,107
22,624.441,17,107
23,618.732,17,107
24,605.014,17,107
